task,hardware_config,model_answer,correct_answer
take the blue pen out of the blue bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue pen out of the grey bowl,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the blue pen out of the grey bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue pen out of the light blue cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the blue pen out of the light blue cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue pen out of the maroon mug,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the blue pen out of the maroon mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue ring from the object and put it on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the blue ring from the object and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue ring off the stand and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the blue ring off the stand and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the blue ring on the wooden stand and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the blue ring on the wooden stand and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the book at the far right and place it in the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the book at the far right and place it in the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the book from the brown arm chair, put it on the coffee table",The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
"take the book from the brown arm chair, put it on the coffee table",The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the bottle on the seal and put it on the drawer,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the bottle on the seal and put it on the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the box from the kitchen table, put it on the red couch",The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
"take the box from the kitchen table, put it on the red couch",The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the box out of the container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the box out of the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cables out of the grey bowl and place them onto the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cables out of the grey bowl and place them onto the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the can out of the cabinet,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the can out of the cabinet,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cap off of the clear container then remove the object inside the container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cap off of the clear container then remove the object inside the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cellar in the bowl and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the cellar in the bowl and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the charger and position it in the center of the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the charger and position it in the center of the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cloth and hang it on the object,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cloth and hang it on the object,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cloth and put it on the back rest,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cloth and put it on the back rest,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cloth off the countertop shield and put it on the mat,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cloth off the countertop shield and put it on the mat,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cloth on the stand and put it on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the cloth on the stand and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cloth out of the basket,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the cloth out of the basket,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the clothes from the bag and put them on the couch,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the clothes from the bag and put them on the couch,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the clothes out of the bag on the washing machine,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the clothes out of the bag on the washing machine,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cover off the bottle,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cover off the bottle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cover off the can,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cover off the can,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cover off the container on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the cover off the container on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the credit card from one desk and put it on the shelf of the other.,The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
take the credit card from one desk and put it on the shelf of the other.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the cup to the microwave and heat it up and after it is done place it on the counter.,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the cup to the microwave and heat it up and after it is done place it on the counter.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cups off the shelf and stack them together,The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cups off the shelf and stack them together,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the cutlery out of the drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the cutlery out of the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the dirty dishes to the sink,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
take the dirty dishes to the sink,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the drink can out of the third refrigerator door bin and put it in the second refrigerator door bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the drink can out of the third refrigerator door bin and put it in the second refrigerator door bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the fork from the rack and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the fork from the rack and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the fruit and vegetable toys out of the black bowls and put them on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the fruit and vegetable toys out of the black bowls and put them on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the fruits and vegetables out of the bowls and put them on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the fruits and vegetables out of the bowls and put them on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the glass bottle on the board and put it on the desk,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the glass bottle on the board and put it on the desk,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the glue stick from the yellow cup and place it on the black box then take the glue stick and put it back on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the glue stick from the yellow cup and place it on the black box then take the glue stick and put it back on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the glue stick out of the bowl and place it on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the glue stick out of the bowl and place it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the gluestick from the table and put it in the yellow cup then remove it and put it on the table then put it back in the yellow cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the gluestick from the table and put it in the yellow cup then remove it and put it on the table then put it back in the yellow cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the gluestick out of the green cup and place it on the silver object,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the gluestick out of the green cup and place it on the silver object,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green can out of the sink and put it on the left side of the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the green can out of the sink and put it on the left side of the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green object from the red bowl and place it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the green object from the red bowl and place it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green packet out of the sink and put it on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the green packet out of the sink and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green plate and put it in the rack,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the green plate and put it in the rack,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green pot out of the microwave,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the green pot out of the microwave,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the green sachets out of the red lid and grey bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the green sachets out of the red lid and grey bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the grey bowl off the other one,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the grey bowl off the other one,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the grey box out of the container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the grey box out of the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the grey cylinder out of the orange mug then place it back in the orange mug,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the grey cylinder out of the orange mug then place it back in the orange mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the hair ribbon and put it in the purse,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the hair ribbon and put it in the purse,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the hoodie out of the bag and put it on the pile of clothes,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the hoodie out of the bag and put it on the pile of clothes,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the jacket out of the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the jacket out of the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the keys and put them on the coffee table.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
take the keys and put them on the coffee table.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
"take the knife, cut part of the red pepper in the fridge",The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
"take the knife, cut part of the red pepper in the fridge",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the lemon from the plate and put it on the pullout table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lemon from the plate and put it on the pullout table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid and put it on the cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid and put it on the cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off of the black jar and take the orange objects out of the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off of the black jar and take the orange objects out of the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off of the bottle and put it on the table,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the lid off of the bottle and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off of the kettle,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off of the kettle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off the basket,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off the basket,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off the jar and put it on the tray,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off the jar and put it on the tray,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off the sauce pan and put it back on,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the lid off the sauce pan and put it back on,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off the travel mug and put it on the black tupperware,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off the travel mug and put it on the black tupperware,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid off the white and pink cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the lid off the white and pink cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the lid on the pot and put it on the tea towels,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the lid on the pot and put it on the tea towels,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the marker out of the cup and put  it on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the marker out of the cup and put  it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the marker out of the pot,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the marker out of the pot,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the marker out of the thermos,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the marker out of the thermos,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the markers and place them in the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the markers and place them in the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the masking tape off the hanger and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the masking tape off the hanger and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the measuring cup off of the other then flip the other measuring cup over,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the measuring cup off of the other then flip the other measuring cup over,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the metal can out of the sink,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the metal can out of the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the object from the rack and put it on the counter,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the object from the rack and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the object on the plate and put it on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the object on the plate and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the object out of the cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the object out of the cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange can out of the sink,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the orange can out of the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange cup off of the dish rack and put it on the window seal,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the orange cup off of the dish rack and put it on the window seal,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange marker out of the maroon mug,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the orange marker out of the maroon mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange marker out of the yellow cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the orange marker out of the yellow cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange object from the table and put it in the blue bag,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the orange object from the table and put it in the blue bag,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange packet out of the open cabinet and put it on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the orange packet out of the open cabinet and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the orange wrench out of the toolbox and place it inside the big blue cup on the right,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the orange wrench out of the toolbox and place it inside the big blue cup on the right,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the oven mitt from the hanger and put it on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the oven mitt from the hanger and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the oven mitt off the hook and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the oven mitt off the hook and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the packet out of the cupboard,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the packet out of the cupboard,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the packet out of the sink on the left and put it on the left side of the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the packet out of the sink on the left and put it on the left side of the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the paddle from the counter and place it in the drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the paddle from the counter and place it in the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pair of socks out of the drawer and put them on the tray,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the pair of socks out of the drawer and put them on the tray,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the pan from the fridge, wash it in the sink, then take it back",The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
"take the pan from the fridge, wash it in the sink, then take it back",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the paper towel core and put it in the bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the paper towel core and put it in the bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the paper towel roll out of the grey bin and place it on the silver holder,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the paper towel roll out of the grey bin and place it on the silver holder,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the peg from the table and hang it on the black stand,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the peg from the table and hang it on the black stand,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen and put it near the light blue bowl,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the pen and put it near the light blue bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen and the box out of the drawer and put them on the counter then close the drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the pen and the box out of the drawer and put them on the counter then close the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen from the top of the printer and place it in the red cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the pen from the top of the printer and place it in the red cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen out of the glass,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the pen out of the glass,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen out of the maroon mug,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the pen out of the maroon mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pen out of the tray and put it on the mat,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the pen out of the tray and put it on the mat,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the pencil from the desk, put it on the other side of the desk",The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
"take the pencil from the desk, put it on the other side of the desk",The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the phone from the nightstand and put it in the safe.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
take the phone from the nightstand and put it in the safe.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the pineapple plush toy out of the blue pot and put it on the counter,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the pineapple plush toy out of the blue pot and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pineapple plush toy out of the box and put it on the tray,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the pineapple plush toy out of the box and put it on the tray,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the plastic bag out of the plastic container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the plastic bag out of the plastic container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the plate and put it in the sink,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the plate and put it in the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the plate fork off the plate,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the plate fork off the plate,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pump bottle and put it on the cabinet,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the pump bottle and put it on the cabinet,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the pump bottle from the toilet to the counter between the sinks,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
take the pump bottle from the toilet to the counter between the sinks,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the purple object from the black plate and put it in the black pot,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the purple object from the black plate and put it in the black pot,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the red block and put it in the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the red block and put it in the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the red can out of the cabinet and put it in the sink on the left,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the red can out of the cabinet and put it in the sink on the left,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
